,date,level,shares,people,shares_per_people,proportion
1,2018-01-19,1.0,1-999,146040,31902799,0.11999999731779099
2,2018-01-19,2.0,"1,000-5,000",118822,246379122,0.949999988079071
3,2018-01-19,3.0,"5,001-10,000",21759,155701044,0.6000000238418579
4,2018-01-19,4.0,"10,001-15,000",8414,102449340,0.38999998569488525
5,2018-01-19,5.0,"15,001-20,000",3881,68195647,0.25999999046325684
6,2018-01-19,6.0,"20,001-30,000",4264,103785851,0.4000000059604645
7,2018-01-19,7.0,"30,001-40,000",2072,71558274,0.27000001072883606
8,2018-01-19,8.0,"40,001-50,000",1344,60516875,0.23000000417232513
9,2018-01-19,9.0,"50,001-100,000",2576,180470269,0.6899999976158142
10,2018-01-19,10.0,"100,001-200,000",1487,208464484,0.800000011920929
11,2018-01-19,11.0,"200,001-400,000",987,276780541,1.059999942779541
12,2018-01-19,12.0,"400,001-600,000",413,201245538,0.7699999809265137
13,2018-01-19,13.0,"600,001-800,000",251,174286655,0.6700000166893005
14,2018-01-19,14.0,"800,001-1,000,000",196,175190021,0.6700000166893005
15,2018-01-19,15.0,"1,000,001以上",1429,23873453998,92.05999755859375
18,2018-01-12,1.0,1-999,145546,31784156,0.11999999731779099
19,2018-01-12,2.0,"1,000-5,000",123851,255784125,0.9800000190734863
20,2018-01-12,3.0,"5,001-10,000",22273,159609421,0.6100000143051147
21,2018-01-12,4.0,"10,001-15,000",8582,104521203,0.4000000059604645
22,2018-01-12,5.0,"15,001-20,000",3993,70218980,0.27000001072883606
23,2018-01-12,6.0,"20,001-30,000",4339,105614271,0.4000000059604645
24,2018-01-12,7.0,"30,001-40,000",2123,73450301,0.2800000011920929
25,2018-01-12,8.0,"40,001-50,000",1356,61016912,0.23000000417232513
26,2018-01-12,9.0,"50,001-100,000",2622,183892553,0.699999988079071
27,2018-01-12,10.0,"100,001-200,000",1497,209417690,0.800000011920929
28,2018-01-12,11.0,"200,001-400,000",1001,281887813,1.0800000429153442
29,2018-01-12,12.0,"400,001-600,000",411,200413282,0.7699999809265137
30,2018-01-12,13.0,"600,001-800,000",243,168772864,0.6499999761581421
31,2018-01-12,14.0,"800,001-1,000,000",207,185466606,0.7099999785423279
32,2018-01-12,15.0,"1,000,001以上",1420,23838530281,91.93000030517578
35,2018-01-05,1.0,1-999,145571,31794194,0.11999999731779099
36,2018-01-05,2.0,"1,000-5,000",125400,258455605,0.9900000095367432
37,2018-01-05,3.0,"5,001-10,000",22420,160776582,0.6200000047683716
38,2018-01-05,4.0,"10,001-15,000",8587,104568599,0.4000000059604645
39,2018-01-05,5.0,"15,001-20,000",4010,70511054,0.27000001072883606
40,2018-01-05,6.0,"20,001-30,000",4362,106265579,0.4000000059604645
41,2018-01-05,7.0,"30,001-40,000",2115,73225799,0.2800000011920929
42,2018-01-05,8.0,"40,001-50,000",1356,60949800,0.23000000417232513
43,2018-01-05,9.0,"50,001-100,000",2623,183741362,0.699999988079071
44,2018-01-05,10.0,"100,001-200,000",1495,209492760,0.800000011920929
45,2018-01-05,11.0,"200,001-400,000",988,279364197,1.0700000524520874
46,2018-01-05,12.0,"400,001-600,000",412,201012634,0.7699999809265137
47,2018-01-05,13.0,"600,001-800,000",247,171270338,0.6600000262260437
48,2018-01-05,14.0,"800,001-1,000,000",203,181245242,0.6899999976158142
49,2018-01-05,15.0,"1,000,001以上",1419,23837706713,91.91999816894531
52,2017-12-29,1.0,1-999,145462,31764083,0.11999999731779099
53,2017-12-29,2.0,"1,000-5,000",127981,263456798,1.0099999904632568
54,2017-12-29,3.0,"5,001-10,000",22699,162756525,0.6200000047683716
55,2017-12-29,4.0,"10,001-15,000",8666,105613061,0.4000000059604645
56,2017-12-29,5.0,"15,001-20,000",4043,71111767,0.27000001072883606
57,2017-12-29,6.0,"20,001-30,000",4415,107530811,0.4099999964237213
58,2017-12-29,7.0,"30,001-40,000",2129,73646263,0.2800000011920929
59,2017-12-29,8.0,"40,001-50,000",1363,61300073,0.23000000417232513
60,2017-12-29,9.0,"50,001-100,000",2630,184134092,0.7099999785423279
61,2017-12-29,10.0,"100,001-200,000",1508,210968752,0.8100000023841858
62,2017-12-29,11.0,"200,001-400,000",990,279794954,1.0700000524520874
63,2017-12-29,12.0,"400,001-600,000",409,199722960,0.7699999809265137
64,2017-12-29,13.0,"600,001-800,000",250,173777274,0.6700000166893005
65,2017-12-29,14.0,"800,001-1,000,000",205,183232128,0.699999988079071
66,2017-12-29,15.0,"1,000,001以上",1414,23821570917,91.86000061035156
69,2017-12-22,1.0,1-999,145485,31776499,0.11999999731779099
70,2017-12-22,2.0,"1,000-5,000",128124,263854149,1.0099999904632568
71,2017-12-22,3.0,"5,001-10,000",22655,162459993,0.6200000047683716
72,2017-12-22,4.0,"10,001-15,000",8688,105853671,0.4000000059604645
73,2017-12-22,5.0,"15,001-20,000",4032,70892428,0.27000001072883606
74,2017-12-22,6.0,"20,001-30,000",4428,107865619,0.4099999964237213
75,2017-12-22,7.0,"30,001-40,000",2117,73220035,0.2800000011920929
76,2017-12-22,8.0,"40,001-50,000",1359,61067217,0.23000000417232513
77,2017-12-22,9.0,"50,001-100,000",2639,184603556,0.7099999785423279
78,2017-12-22,10.0,"100,001-200,000",1514,212064377,0.8100000023841858
79,2017-12-22,11.0,"200,001-400,000",987,278563572,1.0700000524520874
80,2017-12-22,12.0,"400,001-600,000",409,199704587,0.7699999809265137
81,2017-12-22,13.0,"600,001-800,000",254,176411250,0.6800000071525574
82,2017-12-22,14.0,"800,001-1,000,000",203,181720880,0.699999988079071
83,2017-12-22,15.0,"1,000,001以上",1418,23820322625,91.86000061035156
86,2017-12-15,1.0,1-999,145552,31805252,0.11999999731779099
87,2017-12-15,2.0,"1,000-5,000",127372,262352432,1.0099999904632568
88,2017-12-15,3.0,"5,001-10,000",22571,161800937,0.6200000047683716
89,2017-12-15,4.0,"10,001-15,000",8667,105649886,0.4000000059604645
90,2017-12-15,5.0,"15,001-20,000",3988,70109446,0.27000001072883606
91,2017-12-15,6.0,"20,001-30,000",4396,107049987,0.4099999964237213
92,2017-12-15,7.0,"30,001-40,000",2122,73384360,0.2800000011920929
93,2017-12-15,8.0,"40,001-50,000",1356,60931305,0.23000000417232513
94,2017-12-15,9.0,"50,001-100,000",2633,184154096,0.7099999785423279
95,2017-12-15,10.0,"100,001-200,000",1507,210650054,0.8100000023841858
96,2017-12-15,11.0,"200,001-400,000",995,281078896,1.0800000429153442
97,2017-12-15,12.0,"400,001-600,000",414,201990142,0.7699999809265137
98,2017-12-15,13.0,"600,001-800,000",255,177050454,0.6800000071525574
99,2017-12-15,14.0,"800,001-1,000,000",193,172745803,0.6600000262260437
100,2017-12-15,15.0,"1,000,001以上",1423,23829627408,91.88999938964844
103,2017-12-08,1.0,1-999,145610,31821888,0.11999999731779099
104,2017-12-08,2.0,"1,000-5,000",126928,261604567,1.0
105,2017-12-08,3.0,"5,001-10,000",22535,161537386,0.6200000047683716
106,2017-12-08,4.0,"10,001-15,000",8630,105136347,0.4000000059604645
107,2017-12-08,5.0,"15,001-20,000",3987,70094401,0.27000001072883606
108,2017-12-08,6.0,"20,001-30,000",4394,106959820,0.4099999964237213
109,2017-12-08,7.0,"30,001-40,000",2123,73421279,0.2800000011920929
110,2017-12-08,8.0,"40,001-50,000",1341,60256489,0.23000000417232513
111,2017-12-08,9.0,"50,001-100,000",2626,183419801,0.699999988079071
112,2017-12-08,10.0,"100,001-200,000",1513,211368529,0.8100000023841858
113,2017-12-08,11.0,"200,001-400,000",989,279533264,1.0700000524520874
114,2017-12-08,12.0,"400,001-600,000",426,207427297,0.7900000214576721
115,2017-12-08,13.0,"600,001-800,000",253,175808578,0.6700000166893005
116,2017-12-08,14.0,"800,001-1,000,000",198,177291808,0.6800000071525574
117,2017-12-08,15.0,"1,000,001以上",1413,23824699004,91.87000274658203
120,2017-12-01,1.0,1-999,145525,31813966,0.11999999731779099
121,2017-12-01,2.0,"1,000-5,000",127447,262147806,1.0099999904632568
122,2017-12-01,3.0,"5,001-10,000",22557,161704687,0.6200000047683716
123,2017-12-01,4.0,"10,001-15,000",8641,105297200,0.4000000059604645
124,2017-12-01,5.0,"15,001-20,000",4005,70471299,0.27000001072883606
125,2017-12-01,6.0,"20,001-30,000",4413,107501148,0.4099999964237213
126,2017-12-01,7.0,"30,001-40,000",2116,73193033,0.2800000011920929
127,2017-12-01,8.0,"40,001-50,000",1356,61015997,0.23000000417232513
128,2017-12-01,9.0,"50,001-100,000",2638,184718785,0.7099999785423279
129,2017-12-01,10.0,"100,001-200,000",1523,213484719,0.8199999928474426
130,2017-12-01,11.0,"200,001-400,000",981,277823199,1.0700000524520874
131,2017-12-01,12.0,"400,001-600,000",426,206643692,0.7900000214576721
132,2017-12-01,13.0,"600,001-800,000",253,175404427,0.6700000166893005
133,2017-12-01,14.0,"800,001-1,000,000",187,167347852,0.6399999856948853
134,2017-12-01,15.0,"1,000,001以上",1426,23831812648,91.9000015258789
137,2017-11-24,1.0,1-999,145946,31950638,0.11999999731779099
138,2017-11-24,2.0,"1,000-5,000",121627,251015615,0.9599999785423279
139,2017-11-24,3.0,"5,001-10,000",22051,157957071,0.6000000238418579
140,2017-11-24,4.0,"10,001-15,000",8422,102445430,0.38999998569488525
141,2017-11-24,5.0,"15,001-20,000",3927,69039901,0.25999999046325684
142,2017-11-24,6.0,"20,001-30,000",4349,105876570,0.4000000059604645
143,2017-11-24,7.0,"30,001-40,000",2091,72343220,0.27000001072883606
144,2017-11-24,8.0,"40,001-50,000",1330,59757152,0.23000000417232513
145,2017-11-24,9.0,"50,001-100,000",2616,183217187,0.699999988079071
146,2017-11-24,10.0,"100,001-200,000",1499,210547160,0.8100000023841858
147,2017-11-24,11.0,"200,001-400,000",992,281430400,1.0800000429153442
148,2017-11-24,12.0,"400,001-600,000",422,205704272,0.7900000214576721
149,2017-11-24,13.0,"600,001-800,000",248,172435816,0.6600000262260437
150,2017-11-24,14.0,"800,001-1,000,000",191,170744762,0.6499999761581421
151,2017-11-24,15.0,"1,000,001以上",1425,23855915264,91.98999786376953
154,2017-11-17,1.0,1-999,145828,31942996,0.11999999731779099
155,2017-11-17,2.0,"1,000-5,000",123314,254123415,0.9800000190734863
156,2017-11-17,3.0,"5,001-10,000",22184,159033625,0.6100000143051147
157,2017-11-17,4.0,"10,001-15,000",8494,103390623,0.38999998569488525
158,2017-11-17,5.0,"15,001-20,000",3949,69441614,0.25999999046325684
159,2017-11-17,6.0,"20,001-30,000",4381,106700512,0.4099999964237213
160,2017-11-17,7.0,"30,001-40,000",2111,73022352,0.2800000011920929
161,2017-11-17,8.0,"40,001-50,000",1331,59828879,0.23000000417232513
162,2017-11-17,9.0,"50,001-100,000",2631,184302133,0.7099999785423279
163,2017-11-17,10.0,"100,001-200,000",1497,209816790,0.800000011920929
164,2017-11-17,11.0,"200,001-400,000",999,282822790,1.090000033378601
165,2017-11-17,12.0,"400,001-600,000",426,207238719,0.7900000214576721
166,2017-11-17,13.0,"600,001-800,000",250,173667710,0.6600000262260437
167,2017-11-17,14.0,"800,001-1,000,000",187,166739553,0.6399999856948853
168,2017-11-17,15.0,"1,000,001以上",1426,23848316747,91.97000122070312
172,2017-11-10,1.0,1-999,145948,31989805,0.11999999731779099
173,2017-11-10,2.0,"1,000-5,000",121974,251326137,0.9599999785423279
174,2017-11-10,3.0,"5,001-10,000",22086,158143026,0.6000000238418579
175,2017-11-10,4.0,"10,001-15,000",8460,102956630,0.38999998569488525
176,2017-11-10,5.0,"15,001-20,000",3912,68758755,0.25999999046325684
177,2017-11-10,6.0,"20,001-30,000",4373,106460695,0.4099999964237213
178,2017-11-10,7.0,"30,001-40,000",2098,72581658,0.27000001072883606
179,2017-11-10,8.0,"40,001-50,000",1329,59766699,0.23000000417232513
180,2017-11-10,9.0,"50,001-100,000",2624,183729974,0.699999988079071
181,2017-11-10,10.0,"100,001-200,000",1497,209499437,0.800000011920929
182,2017-11-10,11.0,"200,001-400,000",996,280593462,1.0800000429153442
183,2017-11-10,12.0,"400,001-600,000",435,212564681,0.8100000023841858
184,2017-11-10,13.0,"600,001-800,000",245,170232920,0.6499999761581421
185,2017-11-10,14.0,"800,001-1,000,000",186,165922080,0.6299999952316284
186,2017-11-10,15.0,"1,000,001以上",1426,23855854499,91.98999786376953
189,2017-11-03,1.0,1-999,145869,32024230,0.11999999731779099
190,2017-11-03,2.0,"1,000-5,000",121306,250075082,0.9599999785423279
191,2017-11-03,3.0,"5,001-10,000",22021,157647229,0.6000000238418579
192,2017-11-03,4.0,"10,001-15,000",8450,102786824,0.38999998569488525
193,2017-11-03,5.0,"15,001-20,000",3912,68755291,0.25999999046325684
194,2017-11-03,6.0,"20,001-30,000",4354,105956343,0.4000000059604645
195,2017-11-03,7.0,"30,001-40,000",2095,72458303,0.27000001072883606
196,2017-11-03,8.0,"40,001-50,000",1315,59124343,0.2199999988079071
197,2017-11-03,9.0,"50,001-100,000",2624,183511581,0.699999988079071
198,2017-11-03,10.0,"100,001-200,000",1491,208643426,0.800000011920929
199,2017-11-03,11.0,"200,001-400,000",990,279465612,1.0700000524520874
200,2017-11-03,12.0,"400,001-600,000",439,213644350,0.8199999928474426
201,2017-11-03,13.0,"600,001-800,000",243,168900810,0.6499999761581421
202,2017-11-03,14.0,"800,001-1,000,000",184,164115182,0.6299999952316284
203,2017-11-03,15.0,"1,000,001以上",1428,23863271852,92.0199966430664
206,2017-10-27,1.0,1-999,145848,32037881,0.11999999731779099
207,2017-10-27,2.0,"1,000-5,000",120901,249529254,0.9599999785423279
208,2017-10-27,3.0,"5,001-10,000",21956,157079970,0.6000000238418579
209,2017-10-27,4.0,"10,001-15,000",8442,102709642,0.38999998569488525
210,2017-10-27,5.0,"15,001-20,000",3904,68590172,0.25999999046325684
211,2017-10-27,6.0,"20,001-30,000",4370,106353523,0.4099999964237213
212,2017-10-27,7.0,"30,001-40,000",2084,72072538,0.27000001072883606
213,2017-10-27,8.0,"40,001-50,000",1319,59290250,0.2199999988079071
214,2017-10-27,9.0,"50,001-100,000",2616,182821443,0.699999988079071
215,2017-10-27,10.0,"100,001-200,000",1489,208148267,0.800000011920929
216,2017-10-27,11.0,"200,001-400,000",984,278130869,1.0700000524520874
217,2017-10-27,12.0,"400,001-600,000",440,213320715,0.8199999928474426
218,2017-10-27,13.0,"600,001-800,000",246,170122684,0.6499999761581421
219,2017-10-27,14.0,"800,001-1,000,000",185,165350462,0.6299999952316284
220,2017-10-27,15.0,"1,000,001以上",1429,23864822788,92.02999877929688
223,2017-10-20,1.0,1-999,145912,32104799,0.11999999731779099
224,2017-10-20,2.0,"1,000-5,000",119292,246856068,0.949999988079071
225,2017-10-20,3.0,"5,001-10,000",21830,156055265,0.6000000238418579
226,2017-10-20,4.0,"10,001-15,000",8393,102081082,0.38999998569488525
227,2017-10-20,5.0,"15,001-20,000",3882,68173975,0.25999999046325684
228,2017-10-20,6.0,"20,001-30,000",4350,105784755,0.4000000059604645
229,2017-10-20,7.0,"30,001-40,000",2078,71858558,0.27000001072883606
230,2017-10-20,8.0,"40,001-50,000",1319,59334066,0.2199999988079071
231,2017-10-20,9.0,"50,001-100,000",2604,181781571,0.699999988079071
232,2017-10-20,10.0,"100,001-200,000",1494,208552083,0.800000011920929
233,2017-10-20,11.0,"200,001-400,000",987,278979101,1.0700000524520874
234,2017-10-20,12.0,"400,001-600,000",440,213640767,0.8199999928474426
235,2017-10-20,13.0,"600,001-800,000",238,164299600,0.6299999952316284
236,2017-10-20,14.0,"800,001-1,000,000",181,162003449,0.6200000047683716
237,2017-10-20,15.0,"1,000,001以上",1433,23878875319,92.08000183105469
240,2017-10-13,1.0,1-999,145937,32158791,0.11999999731779099
241,2017-10-13,2.0,"1,000-5,000",118288,245365525,0.9399999976158142
242,2017-10-13,3.0,"5,001-10,000",21753,155487252,0.5899999737739563
243,2017-10-13,4.0,"10,001-15,000",8369,101751474,0.38999998569488525
244,2017-10-13,5.0,"15,001-20,000",3873,67999084,0.25999999046325684
245,2017-10-13,6.0,"20,001-30,000",4325,105145547,0.4000000059604645
246,2017-10-13,7.0,"30,001-40,000",2068,71519926,0.27000001072883606
247,2017-10-13,8.0,"40,001-50,000",1325,59618158,0.2199999988079071
248,2017-10-13,9.0,"50,001-100,000",2595,181113251,0.6899999976158142
249,2017-10-13,10.0,"100,001-200,000",1495,208872482,0.800000011920929
250,2017-10-13,11.0,"200,001-400,000",982,277763960,1.0700000524520874
251,2017-10-13,12.0,"400,001-600,000",442,214651937,0.8199999928474426
252,2017-10-13,13.0,"600,001-800,000",241,166403550,0.6399999856948853
253,2017-10-13,14.0,"800,001-1,000,000",180,161166266,0.6200000047683716
254,2017-10-13,15.0,"1,000,001以上",1430,23881363255,92.08999633789062
257,2017-10-06,1.0,1-999,145723,32147118,0.11999999731779099
258,2017-10-06,2.0,"1,000-5,000",118338,246026159,0.9399999976158142
259,2017-10-06,3.0,"5,001-10,000",21855,156250206,0.6000000238418579
260,2017-10-06,4.0,"10,001-15,000",8395,102026592,0.38999998569488525
261,2017-10-06,5.0,"15,001-20,000",3896,68419641,0.25999999046325684
262,2017-10-06,6.0,"20,001-30,000",4360,106088282,0.4000000059604645
263,2017-10-06,7.0,"30,001-40,000",2059,71155062,0.27000001072883606
264,2017-10-06,8.0,"40,001-50,000",1316,59148779,0.2199999988079071
265,2017-10-06,9.0,"50,001-100,000",2635,184015028,0.699999988079071
266,2017-10-06,10.0,"100,001-200,000",1480,206718066,0.7900000214576721
267,2017-10-06,11.0,"200,001-400,000",988,279347056,1.0700000524520874
268,2017-10-06,12.0,"400,001-600,000",440,214279421,0.8199999928474426
269,2017-10-06,13.0,"600,001-800,000",241,166208728,0.6399999856948853
270,2017-10-06,14.0,"800,001-1,000,000",185,165367951,0.6299999952316284
271,2017-10-06,15.0,"1,000,001以上",1433,23873182369,92.05999755859375
274,2017-09-30,1.0,1-999,145307,32058423,0.11999999731779099
275,2017-09-30,2.0,"1,000-5,000",120701,250723349,0.9599999785423279
276,2017-09-30,3.0,"5,001-10,000",22179,158676910,0.6100000143051147
277,2017-09-30,4.0,"10,001-15,000",8500,103357553,0.38999998569488525
278,2017-09-30,5.0,"15,001-20,000",3937,69113757,0.25999999046325684
279,2017-09-30,6.0,"20,001-30,000",4413,107427694,0.4099999964237213
280,2017-09-30,7.0,"30,001-40,000",2098,72516709,0.27000001072883606
281,2017-09-30,8.0,"40,001-50,000",1322,59402236,0.2199999988079071
282,2017-09-30,9.0,"50,001-100,000",2630,183502488,0.699999988079071
283,2017-09-30,10.0,"100,001-200,000",1498,209461386,0.800000011920929
284,2017-09-30,11.0,"200,001-400,000",980,277272067,1.059999942779541
285,2017-09-30,12.0,"400,001-600,000",446,217795480,0.8299999833106995
286,2017-09-30,13.0,"600,001-800,000",239,165008713,0.6299999952316284
287,2017-09-30,14.0,"800,001-1,000,000",182,162925574,0.6200000047683716
288,2017-09-30,15.0,"1,000,001以上",1434,23861138119,92.0199966430664
291,2017-09-22,1.0,1-999,145423,32117391,0.11999999731779099
292,2017-09-22,2.0,"1,000-5,000",119438,248366532,0.949999988079071
293,2017-09-22,3.0,"5,001-10,000",22048,157685937,0.6000000238418579
294,2017-09-22,4.0,"10,001-15,000",8483,103081619,0.38999998569488525
295,2017-09-22,5.0,"15,001-20,000",3899,68435281,0.25999999046325684
296,2017-09-22,6.0,"20,001-30,000",4412,107473235,0.4099999964237213
297,2017-09-22,7.0,"30,001-40,000",2073,71607448,0.27000001072883606
298,2017-09-22,8.0,"40,001-50,000",1333,59902095,0.23000000417232513
299,2017-09-22,9.0,"50,001-100,000",2615,182532355,0.699999988079071
300,2017-09-22,10.0,"100,001-200,000",1482,207454556,0.800000011920929
301,2017-09-22,11.0,"200,001-400,000",977,275742474,1.059999942779541
302,2017-09-22,12.0,"400,001-600,000",449,218502065,0.8399999737739563
303,2017-09-22,13.0,"600,001-800,000",242,166514121,0.6399999856948853
304,2017-09-22,14.0,"800,001-1,000,000",187,167018429,0.6399999856948853
305,2017-09-22,15.0,"1,000,001以上",1436,23863946920,92.02999877929688
308,2017-09-15,1.0,1-999,145253,32106754,0.11999999731779099
309,2017-09-15,2.0,"1,000-5,000",120822,251117703,0.9599999785423279
310,2017-09-15,3.0,"5,001-10,000",22230,159030300,0.6100000143051147
311,2017-09-15,4.0,"10,001-15,000",8526,103633026,0.38999998569488525
312,2017-09-15,5.0,"15,001-20,000",3943,69205510,0.25999999046325684
